Suburb,Month,Year,avg_price,
BENTLEIGH EAST,11,2016,806597,November
BENTLEIGH EAST,11,2017,806597,November
BENTLEIGH EAST,12,2017,1435000,December
BENTLEIGH EAST,12,2016,1039251,December
BERWICK,1,2016,628438,January
BERWICK,1,2017,628438,January
BERWICK,2,2016,573840,February
BERWICK,2,2017,573840,February
BERWICK,3,2016,1453000,March
BERWICK,3,2017,1186954,March
BERWICK,4,2016,1021224,April
BERWICK,4,2017,1021224,April
BERWICK,5,2016,675515,May
BERWICK,5,2017,675515,May
BERWICK,6,2017,2140156,June
BERWICK,6,2016,1830524,June
BERWICK,7,2016,650000,July
BERWICK,7,2017,650000,July
BERWICK,8,2017,3289432,August
BERWICK,8,2016,2218289,August
BERWICK,9,2017,2160500,September
BERWICK,9,2016,1067397,September
BERWICK,10,2017,1623111,October
BERWICK,10,2016,1420141,October
BERWICK,11,2017,1004118,November
BERWICK,11,2016,897010,November
BERWICK,12,2016,654889,December
BERWICK,12,2017,654889,December
BLACK ROCK,1,2016,739998,January
BLACK ROCK,1,2017,739998,January
BLACK ROCK,2,2016,542756,February
BLACK ROCK,2,2017,542756,February
BLACK ROCK,3,2016,714609,March
BLACK ROCK,3,2017,131000,March
BLACK ROCK,4,2017,1000000,April
BLACK ROCK,4,2016,968762,April
BLACK ROCK,5,2017,1245800,May
BLACK ROCK,5,2016,1059422,May
BLACK ROCK,6,2017,1380802,June
BLACK ROCK,6,2016,1178914,June
BLACK ROCK,7,2017,1064721,July
BLACK ROCK,7,2016,890000,July
BLACK ROCK,8,2016,767100,August
BLACK ROCK,8,2017,767100,August
BLACK ROCK,9,2016,756450,September
BLACK ROCK,9,2017,756450,September
BLACK ROCK,10,2016,998321,October
BLACK ROCK,10,2017,998321,October
BLACK ROCK,11,2016,911982,November
BLACK ROCK,11,2017,911982,November
BLACK ROCK,12,2016,891144,December
BLACK ROCK,12,2017,891144,December
BLACKBURN,1,2016,1213495,January
BLACKBURN,1,2017,1213495,January
BLACKBURN,2,2016,794963,February
BLACKBURN,2,2017,794963,February
BLACKBURN,3,2017,1550112,March
BLACKBURN,3,2016,1182743,March
BLACKBURN,4,2017,879210,April
BLACKBURN,4,2016,675000,April
BLACKBURN,5,2016,772752,May
BLACKBURN,5,2017,730256,May
BLACKBURN,6,2017,1015000,June
BLACKBURN,6,2016,909245,June
BLACKBURN,7,2016,440500,July
BLACKBURN,7,2017,440500,July
BLACKBURN,8,2016,556092,August
BLACKBURN,8,2017,556092,August
BLACKBURN,9,2016,574751,September
BLACKBURN,9,2017,574751,September
BLACKBURN,10,2016,585000,October
BLACKBURN,10,2017,585000,October
BLACKBURN,11,2016,962067,November
BLACKBURN,11,2017,962067,November
BLACKBURN,12,2016,869839,December
BLACKBURN,12,2017,869839,December
BLACKBURN NORTH,1,2016,894490,January
BLACKBURN NORTH,1,2017,894490,January
BLACKBURN NORTH,2,2016,798075,February
BLACKBURN NORTH,2,2017,798075,February
BLACKBURN NORTH,3,2016,910000,March
BLACKBURN NORTH,3,2017,910000,March
BLACKBURN NORTH,4,2016,443711,April
BLACKBURN NORTH,4,2017,443711,April
BLACKBURN NORTH,5,2016,614432,May
BLACKBURN NORTH,5,2017,614432,May
BLACKBURN NORTH,6,2016,627252,June
BLACKBURN NORTH,6,2017,627252,June
BLACKBURN NORTH,7,2016,1715000,July
BLACKBURN NORTH,7,2017,1715000,July
BLACKBURN NORTH,8,2016,588755,August
BLACKBURN NORTH,8,2017,588755,August
BLACKBURN NORTH,9,2016,520552,September
BLACKBURN NORTH,9,2017,520552,September
BLACKBURN NORTH,10,2016,729167,October
BLACKBURN NORTH,10,2017,729167,October
BLACKBURN NORTH,11,2016,723896,November
BLACKBURN NORTH,11,2017,723896,November
BLACKBURN NORTH,12,2016,470500,December
BLACKBURN NORTH,12,2017,470500,December
BLACKBURN SOUTH,1,2016,913841,January
BLACKBURN SOUTH,1,2017,913841,January
BLACKBURN SOUTH,2,2016,865000,February
BLACKBURN SOUTH,2,2017,865000,February
BLACKBURN SOUTH,3,2016,1320000,March
BLACKBURN SOUTH,3,2017,1266053,March
BLACKBURN SOUTH,4,2016,1343874,April
BLACKBURN SOUTH,4,2017,1343874,April
BLACKBURN SOUTH,5,2016,1223300,May
BLACKBURN SOUTH,5,2017,1223300,May
BLACKBURN SOUTH,6,2016,494500,June
BLACKBURN SOUTH,6,2017,494500,June
BLACKBURN SOUTH,7,2016,489045,July
BLACKBURN SOUTH,7,2017,489045,July
BLACKBURN SOUTH,8,2016,1633039,August
BLACKBURN SOUTH,8,2017,1435200,August
BLACKBURN SOUTH,9,2016,1405216,September
BLACKBURN SOUTH,9,2017,865188,September
BLACKBURN SOUTH,10,2016,931878,October
BLACKBURN SOUTH,10,2017,931878,October
BLACKBURN SOUTH,11,2016,1278926,November
BLACKBURN SOUTH,11,2017,1278926,November
BLACKBURN SOUTH,12,2016,875215,December
BLACKBURN SOUTH,12,2017,875215,December
BONBEACH,1,2016,892514,January
BONBEACH,1,2017,892514,January
BONBEACH,2,2016,1395000,February
BONBEACH,2,2017,760016,February
BONBEACH,3,2016,655000,March
BONBEACH,3,2017,655000,March
BONBEACH,4,2016,642639,April
BONBEACH,4,2017,642639,April
BONBEACH,5,2016,564604,May
BONBEACH,5,2017,564604,May
BONBEACH,6,2017,1309050,June
BONBEACH,6,2016,911000,June
BONBEACH,7,2017,1425000,July
BONBEACH,7,2016,882186,July
BONBEACH,8,2016,1053582,August
BONBEACH,8,2017,1003605,August
BONBEACH,9,2016,1080354,September
BONBEACH,9,2017,1028792,September
BONBEACH,10,2017,711000,October
BONBEACH,10,2016,645000,October
BONBEACH,11,2016,788473,November
BONBEACH,11,2017,788473,November
BONBEACH,12,2016,1202306,December
BONBEACH,12,2017,364000,December
BORONIA,1,2017,1320558,January
BORONIA,1,2016,1275616,January
BORONIA,2,2016,806942,February
BORONIA,2,2017,509254,February
BORONIA,3,2017,674013,March
BORONIA,3,2016,216000,March
BORONIA,4,2016,961962,April
BORONIA,4,2017,961962,April
BORONIA,5,2016,650681,May
BORONIA,5,2017,650681,May
BORONIA,6,2016,496000,June
BORONIA,6,2017,496000,June
BORONIA,7,2016,1059161,July
BORONIA,7,2017,1059161,July
BORONIA,8,2017,1250000,August
BORONIA,8,2016,1021333,August
BORONIA,9,2016,619607,September
BORONIA,9,2017,619607,September
BORONIA,10,2016,659332,October
BORONIA,10,2017,659332,October
BORONIA,11,2016,887530,November
BORONIA,11,2017,542500,November
BORONIA,12,2017,1672224,December
BORONIA,12,2016,1619848,December
BOX HILL,1,2016,1309248,January
BOX HILL,1,2017,1309248,January
BOX HILL,2,2016,636453,February
BOX HILL,2,2017,622790,February
BOX HILL,3,2016,709744,March
BOX HILL,3,2017,626000,March
BOX HILL,4,2016,819293,April
BOX HILL,4,2017,819293,April
BOX HILL,5,2016,736561,May
BOX HILL,5,2017,736561,May
BOX HILL,6,2017,816296,June
BOX HILL,6,2016,683592,June
BOX HILL,7,2016,760917,July
BOX HILL,7,2017,760917,July
BOX HILL,8,2016,1578953,August
BOX HILL,8,2017,1390932,August
BOX HILL,9,2016,1077992,September
BOX HILL,9,2017,951436,September
BOX HILL,10,2016,565458,October
BOX HILL,10,2017,565458,October
BOX HILL,11,2017,1593212,November
BOX HILL,11,2016,1376517,November
BOX HILL,12,2016,1438205,December
BOX HILL,12,2017,1134871,December
BRAYBROOK,1,2016,650000,January
BRAYBROOK,1,2017,650000,January
BRAYBROOK,2,2016,959576,February
BRAYBROOK,2,2017,959576,February
BRAYBROOK,3,2017,1036122,March
BRAYBROOK,3,2016,903485,March
BRAYBROOK,4,2017,812094,April
BRAYBROOK,4,2016,749960,April
BRAYBROOK,5,2017,737400,May
BRAYBROOK,5,2016,652676,May
BRAYBROOK,6,2016,1204709,June
BRAYBROOK,6,2017,1204709,June
BRAYBROOK,7,2016,635516,July
BRAYBROOK,7,2017,635516,July
BRAYBROOK,8,2016,548570,August
BRAYBROOK,8,2017,548570,August
BRAYBROOK,9,2017,1394173,September
BRAYBROOK,9,2016,1016401,September
BRAYBROOK,10,2016,1080475,October
BRAYBROOK,10,2017,1080475,October
BRAYBROOK,11,2016,790000,November
BRAYBROOK,11,2017,790000,November
BRAYBROOK,12,2017,1296312,December
BRAYBROOK,12,2016,1177136,December
BRIAR HILL,1,2017,2850000,January
BRIAR HILL,1,2016,1889738,January
BRIAR HILL,2,2017,611000,February
BRIAR HILL,2,2016,461000,February
BRIAR HILL,3,2016,589758,March
BRIAR HILL,3,2017,589758,March
BRIAR HILL,4,2016,818217,April
BRIAR HILL,4,2017,818217,April
BRIAR HILL,5,2016,662991,May
BRIAR HILL,5,2017,662991,May
BRIAR HILL,6,2016,810004,June
BRIAR HILL,6,2017,600750,June
BRIAR HILL,7,2016,660000,July
BRIAR HILL,7,2017,660000,July
BRIAR HILL,8,2017,843000,August
BRIAR HILL,8,2016,689633,August
BRIAR HILL,9,2017,975873,September
BRIAR HILL,9,2016,835974,September
BRIAR HILL,10,2016,1788089,October
BRIAR HILL,10,2017,1781368,October
BRIAR HILL,11,2016,1720877,November
BRIAR HILL,11,2017,1378718,November
BRIAR HILL,12,2016,851367,December
BRIAR HILL,12,2017,851367,December
BRIGHTON,1,2016,764771,January
BRIGHTON,1,2017,764771,January
BRIGHTON,2,2016,548407,February
BRIGHTON,2,2017,548407,February
BRIGHTON,3,2016,705373,March
BRIGHTON,3,2017,689000,March
BRIGHTON,4,2017,1085000,April
BRIGHTON,4,2016,851627,April
BRIGHTON,5,2016,949989,May
BRIGHTON,5,2017,949989,May
BRIGHTON,6,2017,2447500,June
BRIGHTON,6,2016,1496656,June
BRIGHTON,7,2016,341639,July
BRIGHTON,7,2017,341639,July
BRIGHTON,8,2016,619847,August
BRIGHTON,8,2017,619847,August
BRIGHTON,9,2016,578788,September
BRIGHTON,9,2017,578788,September
BRIGHTON,10,2016,821500,October
BRIGHTON,10,2017,821500,October
BRIGHTON,11,2016,1063500,November
BRIGHTON,11,2017,666250,November
BRIGHTON,12,2017,2389283,December
BRIGHTON,12,2016,1859204,December
BRIGHTON EAST,1,2017,1632715,January
BRIGHTON EAST,1,2016,350000,January
BRIGHTON EAST,2,2017,888000,February
BRIGHTON EAST,2,2016,560000,February
BRIGHTON EAST,3,2016,1317333,March
BRIGHTON EAST,3,2017,1317333,March
BRIGHTON EAST,4,2016,492625,April
BRIGHTON EAST,4,2017,492625,April
BRIGHTON EAST,5,2017,871938,May
BRIGHTON EAST,5,2016,520000,May
BRIGHTON EAST,6,2016,401621,June
BRIGHTON EAST,6,2017,401621,June
BRIGHTON EAST,7,2016,377250,July
BRIGHTON EAST,7,2017,377250,July
BRIGHTON EAST,8,2016,448161,August
BRIGHTON EAST,8,2017,448161,August
BRIGHTON EAST,9,2016,1012913,September
BRIGHTON EAST,9,2017,1012913,September
BRIGHTON EAST,10,2016,633756,October
BRIGHTON EAST,10,2017,633756,October
BRIGHTON EAST,11,2016,510000,November
BRIGHTON EAST,11,2017,510000,November
BRIGHTON EAST,12,2016,2186818,December
BRIGHTON EAST,12,2017,1920000,December
BROADMEADOWS,1,2016,626798,January
BROADMEADOWS,1,2017,626798,January
BROADMEADOWS,2,2016,968998,February
BROADMEADOWS,2,2017,968998,February
BROADMEADOWS,3,2017,3079706,March
BROADMEADOWS,3,2016,750000,March
BROADMEADOWS,4,2016,847205,April
BROADMEADOWS,4,2017,847205,April
BROADMEADOWS,5,2016,735000,May
BROADMEADOWS,5,2017,735000,May
BROADMEADOWS,6,2017,1208333,June
BROADMEADOWS,6,2016,1123208,June
BROADMEADOWS,7,2016,1417250,July
BROADMEADOWS,7,2017,1076312,July
BROADMEADOWS,8,2016,745792,August
BROADMEADOWS,8,2017,745792,August
BROADMEADOWS,9,2016,1034444,September
BROADMEADOWS,9,2017,1034444,September
BROADMEADOWS,10,2016,567500,October
BROADMEADOWS,10,2017,567500,October
BROADMEADOWS,11,2016,1364932,November
BROADMEADOWS,11,2017,1364932,November
BROADMEADOWS,12,2016,1071262,December
BROADMEADOWS,12,2017,1071262,December
BROOKFIELD,1,2016,1206607,January
BROOKFIELD,1,2017,1046000,January
BROOKFIELD,2,2016,662074,February
BROOKFIELD,2,2017,662074,February
BROOKFIELD,3,2016,690000,March
BROOKFIELD,3,2017,690000,March
BROOKFIELD,4,2017,1088571,April
BROOKFIELD,4,2016,1003433,April
BROOKFIELD,5,2016,966697,May
BROOKFIELD,5,2017,809950,May
BROOKFIELD,6,2016,638376,June
BROOKFIELD,6,2017,638376,June
BROOKFIELD,7,2017,1064931,July
BROOKFIELD,7,2016,898924,July
BROOKFIELD,8,2016,1226000,August
BROOKFIELD,8,2017,1226000,August
BROOKFIELD,9,2017,977329,September
BROOKFIELD,9,2016,882474,September
BROOKFIELD,10,2016,1054125,October
BROOKFIELD,10,2017,1054125,October
BROOKFIELD,11,2016,1029957,November
BROOKFIELD,11,2017,1029957,November
BROOKFIELD,12,2017,872770,December
BROOKFIELD,12,2016,821077,December
BROOKLYN,1,2017,1243566,January
BROOKLYN,1,2016,1082676,January
BROOKLYN,2,2016,1019556,February
BROOKLYN,2,2017,1019556,February
BROOKLYN,3,2017,1046133,March
BROOKLYN,3,2016,876000,March
BROOKLYN,4,2016,559000,April
BROOKLYN,4,2017,559000,April
BROOKLYN,5,2017,960333,May
BROOKLYN,5,2016,250000,May
BROOKLYN,6,2016,482425,June
BROOKLYN,6,2017,482425,June
BROOKLYN,7,2016,1153706,July
BROOKLYN,7,2017,1153706,July
BROOKLYN,8,2016,1168710,August
BROOKLYN,8,2017,637890,August
BROOKLYN,9,2017,750806,September
BROOKLYN,9,2016,746289,September
BROOKLYN,10,2016,670000,October
BROOKLYN,10,2017,670000,October
BROOKLYN,11,2016,625500,November
BROOKLYN,11,2017,625500,November
BROOKLYN,12,2016,656408,December
BROOKLYN,12,2017,656408,December
BRUNSWICK,1,2017,1381707,January
BRUNSWICK,1,2016,550000,January
BRUNSWICK,2,2017,1352290,February
BRUNSWICK,2,2016,1149833,February
BRUNSWICK,3,2016,852940,March
BRUNSWICK,3,2017,664167,March
BRUNSWICK,4,2016,1791429,April
BRUNSWICK,4,2017,1791429,April
BRUNSWICK,5,2016,675298,May
BRUNSWICK,5,2017,647687,May
BRUNSWICK,6,2017,1224125,June
BRUNSWICK,6,2016,986945,June
BRUNSWICK,7,2016,892250,July
BRUNSWICK,7,2017,892250,July
BRUNSWICK,8,2016,922396,August
BRUNSWICK,8,2017,922396,August
BRUNSWICK,9,2016,891382,September
BRUNSWICK,9,2017,891382,September
BRUNSWICK,10,2016,938753,October
BRUNSWICK,10,2017,938753,October
BRUNSWICK,11,2016,715208,November
BRUNSWICK,11,2017,715208,November
BRUNSWICK,12,2016,936363,December
BRUNSWICK,12,2017,856750,December
BRUNSWICK EAST,1,2016,925467,January
BRUNSWICK EAST,1,2017,925467,January
BRUNSWICK EAST,2,2016,505797,February
BRUNSWICK EAST,2,2017,505797,February
BRUNSWICK EAST,3,2016,655000,March
BRUNSWICK EAST,3,2017,655000,March
BRUNSWICK EAST,4,2016,1495897,April
BRUNSWICK EAST,4,2017,1495897,April
BRUNSWICK EAST,5,2016,940907,May
BRUNSWICK EAST,5,2017,940907,May
BRUNSWICK EAST,6,2016,573750,June
BRUNSWICK EAST,6,2017,573750,June
BRUNSWICK EAST,7,2016,709506,July
BRUNSWICK EAST,7,2017,709506,July
BRUNSWICK EAST,8,2017,2000000,August
BRUNSWICK EAST,8,2016,1222857,August
BRUNSWICK EAST,9,2017,1046462,September
BRUNSWICK EAST,9,2016,995141,September
BRUNSWICK EAST,10,2016,597849,October
BRUNSWICK EAST,10,2017,597849,October
BRUNSWICK EAST,11,2016,761180,November
BRUNSWICK EAST,11,2017,508000,November
BRUNSWICK EAST,12,2017,1325000,December
BRUNSWICK EAST,12,2016,1282535,December
BRUNSWICK WEST,1,2016,578828,January
BRUNSWICK WEST,1,2017,578828,January
BRUNSWICK WEST,2,2016,1021501,February
BRUNSWICK WEST,2,2017,935650,February
BRUNSWICK WEST,3,2017,527208,March
BRUNSWICK WEST,3,2016,423500,March
BRUNSWICK WEST,4,2017,968000,April
BRUNSWICK WEST,4,2016,925597,April
BRUNSWICK WEST,5,2016,755205,May
BRUNSWICK WEST,5,2017,755205,May
BRUNSWICK WEST,6,2016,729167,June
BRUNSWICK WEST,6,2017,729167,June
BRUNSWICK WEST,7,2016,601026,July
BRUNSWICK WEST,7,2017,601026,July
BRUNSWICK WEST,8,2016,1029667,August
BRUNSWICK WEST,8,2017,1029667,August
BRUNSWICK WEST,9,2017,841853,September
BRUNSWICK WEST,9,2016,694391,September
BRUNSWICK WEST,10,2016,1500000,October
BRUNSWICK WEST,10,2017,1276333,October
BRUNSWICK WEST,11,2016,913389,November
BRUNSWICK WEST,11,2017,913389,November
BRUNSWICK WEST,12,2016,514538,December
BRUNSWICK WEST,12,2017,514538,December
BULLEEN,1,2017,779268,January
BULLEEN,1,2016,711359,January
BULLEEN,2,2016,622637,February
BULLEEN,2,2017,611858,February
BULLEEN,3,2017,726000,March
BULLEEN,3,2016,577205,March
BULLEEN,4,2017,1346410,April
BULLEEN,4,2016,930000,April
BULLEEN,5,2016,567792,May
BULLEEN,5,2017,567792,May
BULLEEN,6,2016,519287,June
BULLEEN,6,2017,519287,June
BULLEEN,7,2016,662717,July
BULLEEN,7,2017,662717,July
BULLEEN,8,2016,736038,August
BULLEEN,8,2017,736038,August
BULLEEN,9,2016,1560032,September
BULLEEN,9,2017,1560032,September
BULLEEN,10,2016,1156413,October
BULLEEN,10,2017,923085,October
BULLEEN,11,2016,608033,November
BULLEEN,11,2017,608033,November
BULLEEN,12,2016,624053,December
BULLEEN,12,2017,624053,December
BUNDOORA,1,2016,1225000,January
BUNDOORA,1,2017,1066285,January
BUNDOORA,2,2016,1795183,February
BUNDOORA,2,2017,1742705,February
BUNDOORA,3,2016,991479,March
BUNDOORA,3,2017,991479,March
BUNDOORA,4,2016,525202,April
BUNDOORA,4,2017,525202,April
BUNDOORA,5,2016,540885,May
BUNDOORA,5,2017,540885,May
BUNDOORA,6,2016,1037104,June
BUNDOORA,6,2017,1037104,June
BUNDOORA,7,2016,1203982,July
BUNDOORA,7,2017,1203982,July
BUNDOORA,8,2016,965762,August
BUNDOORA,8,2017,915000,August
BUNDOORA,9,2016,366000,September
BUNDOORA,9,2017,366000,September
BUNDOORA,10,2016,933522,October
BUNDOORA,10,2017,933522,October
BUNDOORA,11,2016,1123962,November
BUNDOORA,11,2017,1123962,November
BUNDOORA,12,2016,1170600,December
BUNDOORA,12,2017,1170600,December
BURNLEY,1,2016,1248500,January
BURNLEY,1,2017,1248500,January
BURNLEY,2,2016,753083,February
BURNLEY,2,2017,632000,February
BURNLEY,3,2016,781022,March
BURNLEY,3,2017,781022,March
BURNLEY,4,2016,517407,April
BURNLEY,4,2017,517407,April
BURNLEY,5,2016,1415000,May
BURNLEY,5,2017,662378,May
BURNLEY,6,2016,939849,June
BURNLEY,6,2017,901000,June
BURNLEY,7,2016,578449,July
BURNLEY,7,2017,578449,July
BURNLEY,8,2016,1247866,August
BURNLEY,8,2017,1247866,August
BURNLEY,9,2016,520500,September
BURNLEY,9,2017,520500,September
BURNLEY,10,2016,555000,October
BURNLEY,10,2017,555000,October
BURNLEY,11,2016,1318842,November
BURNLEY,11,2017,1238934,November
BURNLEY,12,2016,848397,December
BURNLEY,12,2017,848397,December
BURNSIDE,1,2016,962576,January
BURNSIDE,1,2017,888500,January
BURNSIDE,2,2016,548157,February
BURNSIDE,2,2017,548157,February
BURNSIDE,3,2016,536716,March
BURNSIDE,3,2017,536716,March
BURNSIDE,4,2016,835568,April
BURNSIDE,4,2017,736500,April
BURNSIDE,5,2016,620000,May
BURNSIDE,5,2017,620000,May
BURNSIDE,6,2017,962122,June
BURNSIDE,6,2016,890000,June
BURNSIDE,7,2017,1145347,July
BURNSIDE,7,2016,1043255,July
BURNSIDE,8,2016,1315727,August
BURNSIDE,8,2017,955333,August
BURNSIDE,9,2016,713979,September
BURNSIDE,9,2017,694898,September
BURNSIDE,10,2016,532729,October
BURNSIDE,10,2017,532729,October
BURNSIDE,11,2017,2099873,November
BURNSIDE,11,2016,2032937,November
BURNSIDE,12,2017,715000,December
BURNSIDE,12,2016,621610,December
BURNSIDE HEIGHTS,1,2016,1415133,January
BURNSIDE HEIGHTS,1,2017,1156000,January
BURNSIDE HEIGHTS,2,2017,908667,February
BURNSIDE HEIGHTS,2,2016,834771,February
BURNSIDE HEIGHTS,3,2016,722701,March
BURNSIDE HEIGHTS,3,2017,722701,March
BURNSIDE HEIGHTS,4,2017,783479,April
BURNSIDE HEIGHTS,4,2016,768950,April
BURNSIDE HEIGHTS,5,2016,661133,May
BURNSIDE HEIGHTS,5,2017,661133,May
BURNSIDE HEIGHTS,6,2016,1616498,June
BURNSIDE HEIGHTS,6,2017,1515272,June
BURNSIDE HEIGHTS,7,2017,1247667,July
BURNSIDE HEIGHTS,7,2016,1064030,July
BURNSIDE HEIGHTS,8,2017,1758944,August
BURNSIDE HEIGHTS,8,2016,1609885,August
BURNSIDE HEIGHTS,9,2016,1149955,September
BURNSIDE HEIGHTS,9,2017,1085631,September
BURNSIDE HEIGHTS,10,2016,1267974,October
BURNSIDE HEIGHTS,10,2017,1267974,October
BURNSIDE HEIGHTS,11,2016,836250,November
BURNSIDE HEIGHTS,11,2017,836250,November
BURNSIDE HEIGHTS,12,2016,640000,December
BURNSIDE HEIGHTS,12,2017,640000,December
BURWOOD,1,2016,833394,January
BURWOOD,1,2017,736000,January
BURWOOD,2,2016,740292,February
BURWOOD,2,2017,589147,February
BURWOOD,3,2017,2071172,March
BURWOOD,3,2016,1768505,March
BURWOOD,4,2017,1814930,April
BURWOOD,4,2016,1776862,April
BURWOOD,5,2016,710710,May
BURWOOD,5,2017,710710,May
BURWOOD,6,2016,724049,June
BURWOOD,6,2017,724049,June
BURWOOD,7,2016,581333,July
BURWOOD,7,2017,581333,July
BURWOOD,8,2016,675000,August
BURWOOD,8,2017,675000,August
BURWOOD,9,2016,1802798,September
BURWOOD,9,2017,1802798,September
BURWOOD,10,2016,804432,October
BURWOOD,10,2017,778622,October
BURWOOD,11,2016,1279616,November
BURWOOD,11,2017,1158740,November
BURWOOD,12,2017,1138302,December
BURWOOD,12,2016,1084444,December
BURWOOD EAST,1,2016,762123,January
BURWOOD EAST,1,2017,762123,January
BURWOOD EAST,2,2016,1189977,February
BURWOOD EAST,2,2017,1189977,February
BURWOOD EAST,3,2016,1306116,March
BURWOOD EAST,3,2017,1306116,March
BURWOOD EAST,4,2016,1119739,April
BURWOOD EAST,4,2017,1119739,April
BURWOOD EAST,5,2016,1117430,May
BURWOOD EAST,5,2017,1117430,May
BURWOOD EAST,6,2016,989222,June
BURWOOD EAST,6,2017,989222,June
BURWOOD EAST,7,2016,759134,July
BURWOOD EAST,7,2017,759134,July
BURWOOD EAST,8,2016,1312809,August
BURWOOD EAST,8,2017,677454,August
BURWOOD EAST,9,2016,660109,September
BURWOOD EAST,9,2017,634500,September
BURWOOD EAST,10,2016,720710,October
BURWOOD EAST,10,2017,720710,October
BURWOOD EAST,11,2017,2165169,November
BURWOOD EAST,11,2016,1953745,November
BURWOOD EAST,12,2016,1592811,December
BURWOOD EAST,12,2017,1565665,December
CAIRNLEA,1,2016,511154,January
CAIRNLEA,1,2017,511154,January
CAIRNLEA,2,2016,456000,February
CAIRNLEA,2,2017,456000,February
CAIRNLEA,3,2017,790000,March
CAIRNLEA,3,2016,639460,March
CAIRNLEA,4,2017,1129141,April
CAIRNLEA,4,2016,980349,April
CAIRNLEA,5,2017,1008194,May
CAIRNLEA,5,2016,893045,May
CAIRNLEA,6,2016,807662,June
CAIRNLEA,6,2017,674028,June
CAIRNLEA,7,2017,1305000,July
CAIRNLEA,7,2016,1156907,July
CAIRNLEA,8,2016,806597,August
CAIRNLEA,8,2017,806597,August
CAIRNLEA,9,2016,1039251,September
CAIRNLEA,9,2017,1039251,September
CAIRNLEA,10,2016,628438,October
CAIRNLEA,10,2017,628438,October
CAIRNLEA,11,2016,573840,November
CAIRNLEA,11,2017,573840,November
CAIRNLEA,12,2016,1233690,December
CAIRNLEA,12,2017,1192990,December
CAMBERWELL,1,2016,1021224,January
CAMBERWELL,1,2017,1021224,January
CAMBERWELL,2,2016,675515,February
CAMBERWELL,2,2017,675515,February
CAMBERWELL,3,2017,1994654,March
CAMBERWELL,3,2016,1830524,March
CAMBERWELL,4,2016,650000,April
CAMBERWELL,4,2017,650000,April
CAMBERWELL,5,2017,2409025,May
CAMBERWELL,5,2016,2218289,May
CAMBERWELL,6,2016,1067397,June
CAMBERWELL,6,2017,1032087,June
CAMBERWELL,7,2017,1555292,July
CAMBERWELL,7,2016,1420141,July
CAMBERWELL,8,2016,897010,August
CAMBERWELL,8,2017,849154,August
CAMBERWELL,9,2016,654889,September
CAMBERWELL,9,2017,654889,September
CAMBERWELL,10,2016,739998,October
CAMBERWELL,10,2017,739998,October
CAMBERWELL,11,2016,542756,November
CAMBERWELL,11,2017,542756,November
