Country,Code,Year,Longitude,Latitude,Age Group,Recorded Deaths
El Salvador,SLV,1990,-88.9167,13.8333,: 15-49 years,199
England,,1990,0,0,: 15-49 years,4744
Equatorial Guinea,GNQ,1990,10,2,: 15-49 years,46
Eritrea,ERI,1990,39,15,: 15-49 years,367
Estonia,EST,1990,26,59,: 15-49 years,278
Eswatini,SWZ,1990,31.5,-26.5,: 15-49 years,39
Ethiopia,ETH,1990,38,8,: 15-49 years,2889
Europe & Central Asia (WB),,1990,0,0,: 15-49 years,113358
European Region (WHO),,1990,0,0,: 15-49 years,113969
Fiji,FJI,1990,175,-18,: 15-49 years,165
Finland,FIN,1990,26,64,: 15-49 years,556
France,FRA,1990,2,46,: 15-49 years,4794
G20,,1990,0,0,: 15-49 years,390426
Gabon,GAB,1990,11.75,-1,: 15-49 years,63
Gambia,GMB,1990,-16.5667,13.4667,: 15-49 years,61
Georgia,GEO,1990,43.5,42,: 15-49 years,1083
Germany,DEU,1990,9,51,: 15-49 years,8830
Ghana,GHA,1990,-2,8,: 15-49 years,492
Greece,GRC,1990,22,39,: 15-49 years,995
Greenland,GRL,1990,-40,72,: 15-49 years,14
Grenada,GRD,1990,-61.6667,12.1167,: 15-49 years,3
Guam,GUM,1990,144.7833,13.4667,: 15-49 years,11
Guatemala,GTM,1990,-90.25,15.5,: 15-49 years,419
Guinea,GIN,1990,-10,11,: 15-49 years,290
Guinea-Bissau,GNB,1990,-15,12,: 15-49 years,57
Guyana,GUY,1990,-59,5,: 15-49 years,75
Haiti,HTI,1990,-72.4167,19,: 15-49 years,402
Honduras,HND,1990,-86.5,15,: 15-49 years,218
Hungary,HUN,1990,20,47,: 15-49 years,3023
Iceland,ISL,1990,-18,65,: 15-49 years,18
India,IND,1990,77,20,: 15-49 years,83123
Indonesia,IDN,1990,120,-5,: 15-49 years,20151
Iran,IRN,1990,53,32,: 15-49 years,2709
Iraq,IRQ,1990,44,33,: 15-49 years,1568
Ireland,IRL,1990,-8,53,: 15-49 years,290
Israel,ISR,1990,34.75,31.5,: 15-49 years,278
Italy,ITA,1990,12.8333,42.8333,: 15-49 years,4323
Jamaica,JAM,1990,-77.5,18.25,: 15-49 years,66
Japan,JPN,1990,138,36,: 15-49 years,8712
Jordan,JOR,1990,36,31,: 15-49 years,227
Kazakhstan,KAZ,1990,68,48,: 15-49 years,2616
Kenya,KEN,1990,38,1,: 15-49 years,739
Kiribati,KIR,1990,173,1.4167,: 15-49 years,38
Kuwait,KWT,1990,47.6581,29.3375,: 15-49 years,135
Kyrgyzstan,KGZ,1990,75,41,: 15-49 years,538
Laos,LAO,1990,105,18,: 15-49 years,725
Latin America & Caribbean (WB),,1990,0,0,: 15-49 years,36837
Latvia,LVA,1990,25,57,: 15-49 years,555
Lebanon,LBN,1990,35.8333,33.8333,: 15-49 years,348
Lesotho,LSO,1990,28.5,-29.5,: 15-49 years,192
Liberia,LBR,1990,-9.5,6.5,: 15-49 years,74
Libya,LBY,1990,17,25,: 15-49 years,230
Lithuania,LTU,1990,24,56,: 15-49 years,635
Luxembourg,LUX,1990,6.1667,49.75,: 15-49 years,42
Madagascar,MDG,1990,47,-20,: 15-49 years,1313
Malawi,MWI,1990,34,-13.5,: 15-49 years,492
Malaysia,MYS,1990,112.5,2.5,: 15-49 years,1358
Maldives,MDV,1990,73,3.25,: 15-49 years,18
Mali,MLI,1990,-4,17,: 15-49 years,219
Malta,MLT,1990,14.5833,35.8333,: 15-49 years,28
Marshall Islands,MHL,1990,168,9,: 15-49 years,7
Mauritania,MRT,1990,-12,20,: 15-49 years,128
Mauritius,MUS,1990,57.55,-20.2833,: 15-49 years,135
Mexico,MEX,1990,-102,23,: 15-49 years,3499
Micronesia (country),FSM,1990,158.25,6.9167,: 15-49 years,29
Middle East & North Africa (WB),,1990,0,0,: 15-49 years,18596
Moldova,MDA,1990,29,47,: 15-49 years,648
Monaco,MCO,1990,7.4,43.7333,: 15-49 years,3
Mongolia,MNG,1990,105,46,: 15-49 years,207
Montenegro,MNE,1990,19,42,: 15-49 years,83
Morocco,MAR,1990,-5,32,: 15-49 years,1933
Mozambique,MOZ,1990,35,-18.25,: 15-49 years,851
Myanmar,MMR,1990,98,22,: 15-49 years,7992
Namibia,NAM,1990,17,-22,: 15-49 years,85
Nauru,NRU,1990,166.9167,-0.5333,: 15-49 years,4
Nepal,NPL,1990,84,28,: 15-49 years,1908
Netherlands,NLD,1990,5.75,52.5,: 15-49 years,1568
New Zealand,NZL,1990,174,-41,: 15-49 years,289
Nicaragua,NIC,1990,-85,13,: 15-49 years,96
Niger,NER,1990,8,16,: 15-49 years,201
Nigeria,NGA,1990,8,10,: 15-49 years,2191
Niue,NIU,1990,-169.8667,-19.0333,: 15-49 years,0
North America (WB),,1990,0,0,: 15-49 years,29863
North Korea,PRK,1990,127,40,: 15-49 years,2187
North Macedonia,MKD,1990,22,41.8333,: 15-49 years,320
Northern Ireland,,1990,0,0,: 15-49 years,160
Northern Mariana Islands,MNP,1990,145.75,15.2,: 15-49 years,8
Norway,NOR,1990,10,62,: 15-49 years,335
OECD Countries,,1990,0,0,: 15-49 years,110221
Oman,OMN,1990,57,21,: 15-49 years,133
Pakistan,PAK,1990,70,30,: 15-49 years,10259
Palau,PLW,1990,134.5,7.5,: 15-49 years,4
Palestine,PSE,1990,35.25,32,: 15-49 years,98
Panama,PAN,1990,-80,9,: 15-49 years,68
Papua New Guinea,PNG,1990,147,-6,: 15-49 years,546
Paraguay,PRY,1990,-58,-23,: 15-49 years,201
Peru,PER,1990,-76,-10,: 15-49 years,537
Philippines,PHL,1990,122,13,: 15-49 years,6840
Poland,POL,1990,20,52,: 15-49 years,8378
Portugal,PRT,1990,-8,39.5,: 15-49 years,916
Puerto Rico,PRI,1990,-66.5,18.25,: 15-49 years,178
Qatar,QAT,1990,51.25,25.5,: 15-49 years,25
Region of the Americas (WHO),,1990,0,0,: 15-49 years,66513
Romania,ROU,1990,25,46,: 15-49 years,4166
Russia,RUS,1990,100,60,: 15-49 years,25534
Rwanda,RWA,1990,30,-2,: 15-49 years,620
Saint Kitts and Nevis,KNA,1990,-62.75,17.3333,: 15-49 years,2
Saint Lucia,LCA,1990,-61.1333,13.8833,: 15-49 years,7
Saint Vincent and the Grenadines,VCT,1990,-61.2,13.25,: 15-49 years,4
Samoa,WSM,1990,-172.3333,-13.5833,: 15-49 years,22
San Marino,SMR,1990,12.4167,43.7667,: 15-49 years,1
Sao Tome and Principe,STP,1990,7,1,: 15-49 years,1
Saudi Arabia,SAU,1990,45,25,: 15-49 years,856
Scotland,,1990,0,0,: 15-49 years,690
Senegal,SEN,1990,-14,14,: 15-49 years,419
Serbia,SRB,1990,21,44,: 15-49 years,1446
Seychelles,SYC,1990,55.6667,-4.5833,: 15-49 years,7
Sierra Leone,SLE,1990,-11.5,8.5,: 15-49 years,278
Singapore,SGP,1990,103.8,1.3667,: 15-49 years,220
Slovakia,SVK,1990,19.5,48.6667,: 15-49 years,987
Slovenia,SVN,1990,15,46,: 15-49 years,233
Solomon Islands,SLB,1990,159,-8,: 15-49 years,120
Somalia,SOM,1990,49,10,: 15-49 years,780
South Africa,ZAF,1990,24,-29,: 15-49 years,7154
South Asia (WB),,1990,0,0,: 15-49 years,108292
South Korea,KOR,1990,127.5,37,: 15-49 years,5767
South Sudan,SSD,1990,30,8,: 15-49 years,273
South-East Asia Region (WHO),,1990,0,0,: 15-49 years,133213
Spain,ESP,1990,-4,40,: 15-49 years,3805
Sri Lanka,LKA,1990,81,7,: 15-49 years,1245
Sub-Saharan Africa (WB),,1990,0,0,: 15-49 years,32450
Sudan,SDN,1990,30,15,: 15-49 years,1886
Suriname,SUR,1990,-56,4,: 15-49 years,29
Sweden,SWE,1990,15,62,: 15-49 years,511
Switzerland,CHE,1990,8,47,: 15-49 years,548
Syria,SYR,1990,38,35,: 15-49 years,1352
Taiwan,TWN,1990,121,23.5,: 15-49 years,1480
Tajikistan,TJK,1990,71,39,: 15-49 years,372
Tanzania,TZA,1990,35,-6,: 15-49 years,1844
Thailand,THA,1990,100,15,: 15-49 years,5361
Timor,TLS,1990,125.5167,-8.55,: 15-49 years,61
Togo,TGO,1990,1.1667,8,: 15-49 years,168
Tokelau,TKL,1990,-172,-9,: 15-49 years,0
Tonga,TON,1990,-175,-20,: 15-49 years,8
Trinidad and Tobago,TTO,1990,-61,11,: 15-49 years,108
Tunisia,TUN,1990,9,34,: 15-49 years,455
Turkey,TUR,1990,35,39,: 15-49 years,7925
Turkmenistan,TKM,1990,60,40,: 15-49 years,431
Tuvalu,TUV,1990,178,-8,: 15-49 years,2
Uganda,UGA,1990,32,1,: 15-49 years,571
Ukraine,UKR,1990,32,49,: 15-49 years,8946
United Arab Emirates,ARE,1990,54,24,: 15-49 years,188
United Kingdom,GBR,1990,-2,54,: 15-49 years,5890
United States,USA,1990,-97,38,: 15-49 years,27475
United States Virgin Islands,VIR,1990,-64.8333,18.3333,: 15-49 years,6
Uruguay,URY,1990,-56,-33,: 15-49 years,361
Uzbekistan,UZB,1990,64,41,: 15-49 years,1083
Vanuatu,VUT,1990,167,-16,: 15-49 years,24
Venezuela,VEN,1990,-66,8,: 15-49 years,1315
Vietnam,VNM,1990,106,16,: 15-49 years,4369
Wales,,1990,0,0,: 15-49 years,297
Western Pacific Region (WHO),,1990,0,0,: 15-49 years,147335
World,OWID_WRL,1990,0,0,: 15-49 years,523417
World Bank High Income,,1990,0,0,: 15-49 years,102729
World Bank Low Income,,1990,0,0,: 15-49 years,21379
World Bank Lower Middle Income,,1990,0,0,: 15-49 years,181327
World Bank Upper Middle Income,,1990,0,0,: 15-49 years,217716
Yemen,YEM,1990,48,15,: 15-49 years,1440
Zambia,ZMB,1990,30,-15,: 15-49 years,422
Zimbabwe,ZWE,1990,30,-20,: 15-49 years,602
Afghanistan,AFG,1991,65,33,: 70+,1781
African Region (WHO),,1991,0,0,: 70+,60858
Albania,ALB,1991,20,41,: 70+,1484
Algeria,DZA,1991,3,28,: 70+,6667
American Samoa,ASM,1991,-170,-14.3333,: 70+,11
Andorra,AND,1991,1.6,42.5,: 70+,32
Angola,AGO,1991,18.5,-12.5,: 70+,1005
Antigua and Barbuda,ATG,1991,-61.8,17.05,: 70+,13
Argentina,ARG,1991,-64,-34,: 70+,19509
Armenia,ARM,1991,45,40,: 70+,1311
Australia,AUS,1991,133,-27,: 70+,13372
Austria,AUT,1991,13.3333,47.3333,: 70+,7035
Azerbaijan,AZE,1991,47.5,40.5,: 70+,1730
Bahamas,BHS,1991,-76,24.25,: 70+,33
Bahrain,BHR,1991,50.55,26,: 70+,120
Bangladesh,BGD,1991,90,24,: 70+,32486
Barbados,BRB,1991,-59.5333,13.1667,: 70+,78
Belarus,BLR,1991,28,53,: 70+,7613
Belgium,BEL,1991,4,50.8333,: 70+,14231
Belize,BLZ,1991,-88.75,17.25,: 70+,26
Benin,BEN,1991,2.25,9.5,: 70+,700
Bermuda,BMU,1991,-64.75,32.3333,: 70+,26
Bhutan,BTN,1991,90.5,27.5,: 70+,73
Bolivia,BOL,1991,-65,-17,: 70+,1192
Bosnia and Herzegovina,BIH,1991,18,44,: 70+,2341
Botswana,BWA,1991,24,-22,: 70+,328
Brazil,BRA,1991,-55,-10,: 70+,61246
Brunei,BRN,1991,114.6667,4.5,: 70+,88
Bulgaria,BGR,1991,25,43,: 70+,9508
Burkina Faso,BFA,1991,-2,13,: 70+,510
Burundi,BDI,1991,30,-3.5,: 70+,1125
Cambodia,KHM,1991,105,13,: 70+,3300
Cameroon,CMR,1991,12,6,: 70+,742
Canada,CAN,1991,-95,60,: 70+,29638
Cape Verde,CPV,1991,-24,16,: 70+,60
Central African Republic,CAF,1991,21,7,: 70+,269
Chad,TCD,1991,19,15,: 70+,808
Chile,CHL,1991,-71,-30,: 70+,3411
China,CHN,1991,105,35,: 70+,808242
Colombia,COL,1991,-72,4,: 70+,6568
Comoros,COM,1991,44.25,-12.1667,: 70+,91
Congo,COG,1991,15,-1,: 70+,299
Cook Islands,COK,1991,-159.7667,-21.2333,: 70+,7
Costa Rica,CRI,1991,-84,10,: 70+,715
Cote d'Ivoire,CIV,1991,-5,8,: 70+,736
Croatia,HRV,1991,15.5,45.1667,: 70+,5626
Cuba,CUB,1991,-80,21.5,: 70+,7819
Cyprus,CYP,1991,33,35,: 70+,602
Czechia,CZE,1991,15.5,49.75,: 70+,12719
Democratic Republic of Congo,COD,1991,25,0,: 70+,3295
Denmark,DNK,1991,10,56,: 70+,11354
Djibouti,DJI,1991,43,11.5,: 70+,35
Dominica,DMA,1991,-61.3333,15.4167,: 70+,25
Dominican Republic,DOM,1991,-70.6667,19,: 70+,1243
East Asia & Pacific (WB),,1991,0,0,: 70+,1103511
Eastern Mediterranean Region (WHO),,1991,0,0,: 70+,94549
Ecuador,ECU,1991,-77.5,-2,: 70+,1786
Egypt,EGY,1991,30,27,: 70+,10504
El Salvador,SLV,1991,-88.9167,13.8333,: 70+,484
England,,1991,0,0,: 70+,94934
Equatorial Guinea,GNQ,1991,10,2,: 70+,47
Eritrea,ERI,1991,39,15,: 70+,91
Estonia,EST,1991,26,59,: 70+,1334
Eswatini,SWZ,1991,31.5,-26.5,: 70+,105
Ethiopia,ETH,1991,38,8,: 70+,3373
Europe & Central Asia (WB),,1991,0,0,: 70+,755983
European Region (WHO),,1991,0,0,: 70+,761134
Fiji,FJI,1991,175,-18,: 70+,191
Finland,FIN,1991,26,64,: 70+,4446
France,FRA,1991,2,46,: 70+,48077
G20,,1991,0,0,: 70+,2312655
Gabon,GAB,1991,11.75,-1,: 70+,113
Gambia,GMB,1991,-16.5667,13.4667,: 70+,108
Georgia,GEO,1991,43.5,42,: 70+,2656
Germany,DEU,1991,9,51,: 70+,106195
Ghana,GHA,1991,-2,8,: 70+,1034
Greece,GRC,1991,22,39,: 70+,12458
Greenland,GRL,1991,-40,72,: 70+,35
Grenada,GRD,1991,-61.6667,12.1167,: 70+,25
Guam,GUM,1991,144.7833,13.4667,: 70+,23
Guatemala,GTM,1991,-90.25,15.5,: 70+,1064
Guinea,GIN,1991,-10,11,: 70+,917
Guinea-Bissau,GNB,1991,-15,12,: 70+,76
Guyana,GUY,1991,-59,5,: 70+,111
Haiti,HTI,1991,-72.4167,19,: 70+,600
Honduras,HND,1991,-86.5,15,: 70+,707
Hungary,HUN,1991,20,47,: 70+,12372
Iceland,ISL,1991,-18,65,: 70+,242
India,IND,1991,77,20,: 70+,233442
Indonesia,IDN,1991,120,-5,: 70+,39010
Iran,IRN,1991,53,32,: 70+,7394
Iraq,IRQ,1991,44,33,: 70+,4711
Ireland,IRL,1991,-8,53,: 70+,5946
Israel,ISR,1991,34.75,31.5,: 70+,3471
Italy,ITA,1991,12.8333,42.8333,: 70+,60998
Jamaica,JAM,1991,-77.5,18.25,: 70+,518
Japan,JPN,1991,138,36,: 70+,108134
Jordan,JOR,1991,36,31,: 70+,605
Kazakhstan,KAZ,1991,68,48,: 70+,5336
Kenya,KEN,1991,38,1,: 70+,2007
Kiribati,KIR,1991,173,1.4167,: 70+,31
Kuwait,KWT,1991,47.6581,29.3375,: 70+,123
Kyrgyzstan,KGZ,1991,75,41,: 70+,1598
Laos,LAO,1991,105,18,: 70+,1777
Latin America & Caribbean (WB),,1991,0,0,: 70+,137879
Latvia,LVA,1991,25,57,: 70+,2146
Lebanon,LBN,1991,35.8333,33.8333,: 70+,1429
Lesotho,LSO,1991,28.5,-29.5,: 70+,499
Liberia,LBR,1991,-9.5,6.5,: 70+,245
Libya,LBY,1991,17,25,: 70+,659
Lithuania,LTU,1991,24,56,: 70+,2476
Luxembourg,LUX,1991,6.1667,49.75,: 70+,435
Madagascar,MDG,1991,47,-20,: 70+,1579
Malawi,MWI,1991,34,-13.5,: 70+,1195
Malaysia,MYS,1991,112.5,2.5,: 70+,5176
Maldives,MDV,1991,73,3.25,: 70+,58
Mali,MLI,1991,-4,17,: 70+,552
Malta,MLT,1991,14.5833,35.8333,: 70+,287
Marshall Islands,MHL,1991,168,9,: 70+,8
Mauritania,MRT,1991,-12,20,: 70+,170
Mauritius,MUS,1991,57.55,-20.2833,: 70+,368
Mexico,MEX,1991,-102,23,: 70+,18807
Micronesia (country),FSM,1991,158.25,6.9167,: 70+,37
Middle East & North Africa (WB),,1991,0,0,: 70+,50807
Moldova,MDA,1991,29,47,: 70+,2117
Monaco,MCO,1991,7.4,43.7333,: 70+,56
Mongolia,MNG,1991,105,46,: 70+,721
Montenegro,MNE,1991,19,42,: 70+,380
Morocco,MAR,1991,-5,32,: 70+,4666
Mozambique,MOZ,1991,35,-18.25,: 70+,1499
Myanmar,MMR,1991,98,22,: 70+,27804
Namibia,NAM,1991,17,-22,: 70+,521
Nauru,NRU,1991,166.9167,-0.5333,: 70+,2
Nepal,NPL,1991,84,28,: 70+,8743
Netherlands,NLD,1991,5.75,52.5,: 70+,22930
New Zealand,NZL,1991,174,-41,: 70+,3610
Nicaragua,NIC,1991,-85,13,: 70+,416
Niger,NER,1991,8,16,: 70+,185
Nigeria,NGA,1991,8,10,: 70+,5128
Niue,NIU,1991,-169.8667,-19.0333,: 70+,1
North America (WB),,1991,0,0,: 70+,318202
North Korea,PRK,1991,127,40,: 70+,7434
North Macedonia,MKD,1991,22,41.8333,: 70+,1427
Northern Ireland,,1991,0,0,: 70+,2394
Northern Mariana Islands,MNP,1991,145.75,15.2,: 70+,6
Norway,NOR,1991,10,62,: 70+,5048
OECD Countries,,1991,0,0,: 70+,1055036
Oman,OMN,1991,57,21,: 70+,205
Pakistan,PAK,1991,70,30,: 70+,47930
Palau,PLW,1991,134.5,7.5,: 70+,6
Palestine,PSE,1991,35.25,32,: 70+,536
Panama,PAN,1991,-80,9,: 70+,491
Papua New Guinea,PNG,1991,147,-6,: 70+,975
Paraguay,PRY,1991,-58,-23,: 70+,1135
Peru,PER,1991,-76,-10,: 70+,1328
Philippines,PHL,1991,122,13,: 70+,16637
Poland,POL,1991,20,52,: 70+,38122
Portugal,PRT,1991,-8,39.5,: 70+,7274
Puerto Rico,PRI,1991,-66.5,18.25,: 70+,1344
Qatar,QAT,1991,51.25,25.5,: 70+,25
Region of the Americas (WHO),,1991,0,0,: 70+,454692
Romania,ROU,1991,25,46,: 70+,16723
Russia,RUS,1991,100,60,: 70+,74283
Rwanda,RWA,1991,30,-2,: 70+,1709
Saint Kitts and Nevis,KNA,1991,-62.75,17.3333,: 70+,11
Saint Lucia,LCA,1991,-61.1333,13.8833,: 70+,35
Saint Vincent and the Grenadines,VCT,1991,-61.2,13.25,: 70+,18
Samoa,WSM,1991,-172.3333,-13.5833,: 70+,71
San Marino,SMR,1991,12.4167,43.7667,: 70+,19
Sao Tome and Principe,STP,1991,7,1,: 70+,10
Saudi Arabia,SAU,1991,45,25,: 70+,1347
Scotland,,1991,0,0,: 70+,11040
Senegal,SEN,1991,-14,14,: 70+,701
Serbia,SRB,1991,21,44,: 70+,6869
Seychelles,SYC,1991,55.6667,-4.5833,: 70+,38
Sierra Leone,SLE,1991,-11.5,8.5,: 70+,796
Singapore,SGP,1991,103.8,1.3667,: 70+,1246
Slovakia,SVK,1991,19.5,48.6667,: 70+,3945
Slovenia,SVN,1991,15,46,: 70+,1325
Solomon Islands,SLB,1991,159,-8,: 70+,110
Somalia,SOM,1991,49,10,: 70+,600
South Africa,ZAF,1991,24,-29,: 70+,10776
South Asia (WB),,1991,0,0,: 70+,329063
South Korea,KOR,1991,127.5,37,: 70+,15524
South Sudan,SSD,1991,30,8,: 70+,719
South-East Asia Region (WHO),,1991,0,0,: 70+,373594
Spain,ESP,1991,-4,40,: 70+,36453
Sri Lanka,LKA,1991,81,7,: 70+,4549
Sub-Saharan Africa (WB),,1991,0,0,: 70+,59183
Sudan,SDN,1991,30,15,: 70+,4392
Suriname,SUR,1991,-56,4,: 70+,92
Sweden,SWE,1991,15,62,: 70+,11517
Switzerland,CHE,1991,8,47,: 70+,7200
Syria,SYR,1991,38,35,: 70+,2792
Taiwan,TWN,1991,121,23.5,: 70+,6773
Tajikistan,TJK,1991,71,39,: 70+,1156
Tanzania,TZA,1991,35,-6,: 70+,4326
Thailand,THA,1991,100,15,: 70+,19891
Timor,TLS,1991,125.5167,-8.55,: 70+,104
Togo,TGO,1991,1.1667,8,: 70+,441
Tokelau,TKL,1991,-172,-9,: 70+,1
Tonga,TON,1991,-175,-20,: 70+,39
Trinidad and Tobago,TTO,1991,-61,11,: 70+,397
Tunisia,TUN,1991,9,34,: 70+,2838
Turkey,TUR,1991,35,39,: 70+,19673
Turkmenistan,TKM,1991,60,40,: 70+,802
Tuvalu,TUV,1991,178,-8,: 70+,4
Uganda,UGA,1991,32,1,: 70+,1549
Ukraine,UKR,1991,32,49,: 70+,40611
United Arab Emirates,ARE,1991,54,24,: 70+,93
United Kingdom,GBR,1991,-2,54,: 70+,114579
United States,USA,1991,-97,38,: 70+,288539
United States Virgin Islands,VIR,1991,-64.8333,18.3333,: 70+,19
Uruguay,URY,1991,-56,-33,: 70+,2344
Uzbekistan,UZB,1991,64,41,: 70+,2565
Vanuatu,VUT,1991,167,-16,: 70+,43
Venezuela,VEN,1991,-66,8,: 70+,4267
Vietnam,VNM,1991,106,16,: 70+,23110
Wales,,1991,0,0,: 70+,6211
Western Pacific Region (WHO),,1991,0,0,: 70+,1006214
World,OWID_WRL,1991,0,0,: 70+,2757248
World Bank High Income,,1991,0,0,: 70+,1031947
World Bank Low Income,,1991,0,0,: 70+,48171
World Bank Lower Middle Income,,1991,0,0,: 70+,529668
World Bank Upper Middle Income,,1991,0,0,: 70+,1146269
Yemen,YEM,1991,48,15,: 70+,2299
Zambia,ZMB,1991,30,-15,: 70+,1191
Zimbabwe,ZWE,1991,30,-20,: 70+,2155
Afghanistan,AFG,1991,65,33,: 50-69,2880
African Region (WHO),,1991,0,0,: 50-69,86261
Albania,ALB,1991,20,41,: 50-69,1141
Algeria,DZA,1991,3,28,: 50-69,5943
American Samoa,ASM,1991,-170,-14.3333,: 50-69,18
Andorra,AND,1991,1.6,42.5,: 50-69,26
Angola,AGO,1991,18.5,-12.5,: 50-69,2598
Antigua and Barbuda,ATG,1991,-61.8,17.05,: 50-69,10
Argentina,ARG,1991,-64,-34,: 50-69,22261
Armenia,ARM,1991,45,40,: 50-69,2827
Australia,AUS,1991,133,-27,: 50-69,9695
Austria,AUT,1991,13.3333,47.3333,: 50-69,4971
Azerbaijan,AZE,1991,47.5,40.5,: 50-69,4660
Bahamas,BHS,1991,-76,24.25,: 50-69,45
Bahrain,BHR,1991,50.55,26,: 50-69,159
Bangladesh,BGD,1991,90,24,: 50-69,36632
Barbados,BRB,1991,-59.5333,13.1667,: 50-69,44
Belarus,BLR,1991,28,53,: 50-69,12120
Belgium,BEL,1991,4,50.8333,: 50-69,8526
Belize,BLZ,1991,-88.75,17.25,: 50-69,24
Benin,BEN,1991,2.25,9.5,: 50-69,648
Bermuda,BMU,1991,-64.75,32.3333,: 50-69,27
Bhutan,BTN,1991,90.5,27.5,: 50-69,110
Bolivia,BOL,1991,-65,-17,: 50-69,1403
Bosnia and Herzegovina,BIH,1991,18,44,: 50-69,3992
Botswana,BWA,1991,24,-22,: 50-69,484
Brazil,BRA,1991,-55,-10,: 50-69,67900
Brunei,BRN,1991,114.6667,4.5,: 50-69,83
Bulgaria,BGR,1991,25,43,: 50-69,14572
Burkina Faso,BFA,1991,-2,13,: 50-69,1061
Burundi,BDI,1991,30,-3.5,: 50-69,1690
Cambodia,KHM,1991,105,13,: 50-69,4528
Cameroon,CMR,1991,12,6,: 50-69,1610
Canada,CAN,1991,-95,60,: 50-69,18442
Cape Verde,CPV,1991,-24,16,: 50-69,48
Central African Republic,CAF,1991,21,7,: 50-69,882
Chad,TCD,1991,19,15,: 50-69,756
Chile,CHL,1991,-71,-30,: 50-69,4626
China,CHN,1991,105,35,: 50-69,655526
Colombia,COL,1991,-72,4,: 50-69,7788
Comoros,COM,1991,44.25,-12.1667,: 50-69,82
Congo,COG,1991,15,-1,: 50-69,520
Cook Islands,COK,1991,-159.7667,-21.2333,: 50-69,9
Costa Rica,CRI,1991,-84,10,: 50-69,522
Cote d'Ivoire,CIV,1991,-5,8,: 50-69,1774
Croatia,HRV,1991,15.5,45.1667,: 50-69,6209
Cuba,CUB,1991,-80,21.5,: 50-69,5656
Cyprus,CYP,1991,33,35,: 50-69,388
Czechia,CZE,1991,15.5,49.75,: 50-69,13117
Democratic Republic of Congo,COD,1991,25,0,: 50-69,6523
Denmark,DNK,1991,10,56,: 50-69,5402
Djibouti,DJI,1991,43,11.5,: 50-69,78
Dominica,DMA,1991,-61.3333,15.4167,: 50-69,17
Dominican Republic,DOM,1991,-70.6667,19,: 50-69,1093
East Asia & Pacific (WB),,1991,0,0,: 50-69,942515
Eastern Mediterranean Region (WHO),,1991,0,0,: 50-69,118381
Ecuador,ECU,1991,-77.5,-2,: 50-69,1385
Egypt,EGY,1991,30,27,: 50-69,18242
El Salvador,SLV,1991,-88.9167,13.8333,: 50-69,568
England,,1991,0,0,: 50-69,46574
Equatorial Guinea,GNQ,1991,10,2,: 50-69,123
Eritrea,ERI,1991,39,15,: 50-69,511
Estonia,EST,1991,26,59,: 50-69,2001
Eswatini,SWZ,1991,31.5,-26.5,: 50-69,134
Ethiopia,ETH,1991,38,8,: 50-69,7463
Europe & Central Asia (WB),,1991,0,0,: 50-69,772011
European Region (WHO),,1991,0,0,: 50-69,776346
Fiji,FJI,1991,175,-18,: 50-69,386
Finland,FIN,1991,26,64,: 50-69,3638
France,FRA,1991,2,46,: 50-69,32039
G20,,1991,0,0,: 50-69,2105642
Gabon,GAB,1991,11.75,-1,: 50-69,207
Gambia,GMB,1991,-16.5667,13.4667,: 50-69,161
Georgia,GEO,1991,43.5,42,: 50-69,5850
Germany,DEU,1991,9,51,: 50-69,66569
Ghana,GHA,1991,-2,8,: 50-69,1745
Greece,GRC,1991,22,39,: 50-69,8092
Greenland,GRL,1991,-40,72,: 50-69,58
Grenada,GRD,1991,-61.6667,12.1167,: 50-69,22
Guam,GUM,1991,144.7833,13.4667,: 50-69,51
Guatemala,GTM,1991,-90.25,15.5,: 50-69,1083
Guinea,GIN,1991,-10,11,: 50-69,1118
Guinea-Bissau,GNB,1991,-15,12,: 50-69,164
Guyana,GUY,1991,-59,5,: 50-69,230
Haiti,HTI,1991,-72.4167,19,: 50-69,1752
Honduras,HND,1991,-86.5,15,: 50-69,646
Hungary,HUN,1991,20,47,: 50-69,15706
Iceland,ISL,1991,-18,65,: 50-69,131
India,IND,1991,77,20,: 50-69,343642
Indonesia,IDN,1991,120,-5,: 50-69,56107
Iran,IRN,1991,53,32,: 50-69,15306
Iraq,IRQ,1991,44,33,: 50-69,6313
Ireland,IRL,1991,-8,53,: 50-69,2695
Israel,ISR,1991,34.75,31.5,: 50-69,2214
Italy,ITA,1991,12.8333,42.8333,: 50-69,42065
Jamaica,JAM,1991,-77.5,18.25,: 50-69,432
Japan,JPN,1991,138,36,: 50-69,61157
Jordan,JOR,1991,36,31,: 50-69,1001
Kazakhstan,KAZ,1991,68,48,: 50-69,13248
Kenya,KEN,1991,38,1,: 50-69,2143
Kiribati,KIR,1991,173,1.4167,: 50-69,87
Kuwait,KWT,1991,47.6581,29.3375,: 50-69,250
Kyrgyzstan,KGZ,1991,75,41,: 50-69,2841
Laos,LAO,1991,105,18,: 50-69,2595
Latin America & Caribbean (WB),,1991,0,0,: 50-69,143186
Latvia,LVA,1991,25,57,: 50-69,3378
Lebanon,LBN,1991,35.8333,33.8333,: 50-69,1974
Lesotho,LSO,1991,28.5,-29.5,: 50-69,659
Liberia,LBR,1991,-9.5,6.5,: 50-69,322
Libya,LBY,1991,17,25,: 50-69,785
Lithuania,LTU,1991,24,56,: 50-69,3728
